Step Frequency (Hz),Foot Pressure (kPa),Surface Type,Temperature (°C),Humidity (%),Harvested Energy (mW)
1.1353014529900827,261.29492158874467,Grass,27.739312518846553,55.4982031402892,0.5737429311540472
1.2499142909918812,282.76163801668315,Concrete,24.16813851135039,44.59007705278982,1.0362742533706455
1.4647185892743344,256.7534032506155,Grass,22.30176646696701,61.64929735852882,0.6601478871298541
1.570735919101141,204.31028401294842,Treadmill,30.00608886715436,38.27270796322061,0.8913672982597893
1.2284735110102185,226.88141756098906,Dirt,18.90990243778741,46.30104558035294,0.6650677556064142
1.4746421496668118,293.402100007502,Grass,18.130161888706642,64.94128115705603,0.7211869215101602
1.7307537078177133,237.67496885851068,Dirt,18.79713215376792,48.679363672780575,0.9390456988532906
1.5137302914148567,251.2086591004199,Grass,26.73131453876581,35.16741377690885,1.0820168704766087
1.687817788726226,246.0789310774938,Concrete,21.3859290648799,52.42593885631676,1.0730657019015837
1.3815771757329993,205.3900324352746,Dirt,24.444103198228216,47.18674029759377,0.6327613997417556
1.3380166286421638,241.43646363514387,Grass,31.927484843174064,55.239695803570804,0.6026895271139088
1.6697747660570095,227.10913712142522,Concrete,19.11324029112143,60.96640125711701,0.8206931176283107
1.573853106931238,215.409640296359,Treadmill,16.492450946292728,49.32990420506987,0.8774417935787499
1.2628807984451083,197.08455103929558,Dirt,29.14884352648025,26.277470848582926,0.7402118651383489
1.3398318167674421,244.96983857873585,Dirt,20.82795155119263,55.59013316822099,0.6365225943254146
1.812916248211483,280.90850507354776,Grass,19.14149189616452,39.901299275997424,1.4420013690842473
1.3150889561061367,306.02900475964816,Dirt,24.46183637252033,55.09883828067918,0.7628599631572784
1.6868657493451995,180.2926153844957,Treadmill,24.044421089811102,58.65645426171625,0.5995184069256361
1.40436266055326,330.32018968019804,Dirt,20.660782797189214,60.62673069145848,0.7988253200892396
1.4993648286465737,264.64727444903355,Dirt,27.810194014004317,58.485285489261074,0.6733554296711581
1.5589185241886745,193.64856379906038,Treadmill,21.104364516945793,46.913190979055024,0.7853211732524946
1.0798037579000803,229.8151083272221,Concrete,20.876605684912015,48.828327308870385,0.6928526700757627
1.2074565329145401,156.13071160575402,Dirt,15.672009233335872,54.27327836443846,0.3942234670281948
1.5172666037574325,168.9120798232436,Grass,12.725211569080116,58.147892269579316,0.5346056335586076
1.355138487243224,336.07125110119733,Concrete,26.18150655588944,40.10672376096487,1.4159171414619518
1.6993162590549244,215.03495281802606,Dirt,18.39585195065795,59.211993071758926,0.665359072399207
1.178775823826375,276.84461921543965,Concrete,24.23646250534031,31.84309728598667,1.1762052838049433
1.6130510112515974,244.44044463630178,Dirt,34.63771694939662,29.133714854557894,1.0658533766228022
1.2247557559191347,250.89048634815495,Concrete,27.3265842595232,33.483424213442994,1.0492804501136128
1.4295790011711142,268.40135695844987,Grass,25.14081948725919,55.20564992238232,0.7659695347706342
1.2871244471524073,145.79896824103335,Concrete,27.121271275260504,56.22029997439026,0.4226134986990898
1.8804859760942396,315.92710684958325,Treadmill,35.787455729439834,52.01859628728382,1.2085126055981998
1.2321015674059927,245.0645003692762,Dirt,15.56889887012854,44.36223428319681,0.7689545383304708
1.4755880609261953,224.78597634099685,Dirt,24.320301512278345,54.73357484445281,0.6346906509875723
1.1546327703959696,273.40032353318753,Grass,32.372887476625316,43.29363693777674,0.7427353121383731
1.819914024414118,213.94406015547528,Treadmill,26.540323127791083,46.74249637801936,0.9654183341130363
1.580256483235441,260.41059851415895,Concrete,31.022852235773335,41.634539777568776,1.1886311014358473
1.5273946179197335,241.73004364840415,Concrete,21.87191033500753,56.46990456227533,0.8689204937491387
1.794862587858345,285.55050551109457,Treadmill,18.747539074555966,44.19318669029972,1.4319356541218011
1.5294844882845224,239.3026850074187,Treadmill,34.55642830975275,53.87287382826101,0.7251172605290003
1.5439142712282155,198.49898771336316,Concrete,25.375758429092237,50.88161223149575,0.787458922861876
1.5263450576130304,268.11709329423405,Grass,29.129974413090615,66.0082220717234,0.596351298302451
1.612726865088624,236.46927377873848,Grass,29.442142650155294,50.694691569905544,0.8035893253905141
1.4015117232157475,158.950137687454,Concrete,31.397601461043664,62.43754779379369,0.41254284934352675
1.4571425385273336,259.88281462585314,Concrete,26.47222270412021,58.08599896602817,0.8216098033011006
1.6620669256914893,223.12781170409528,Treadmill,26.689628920955094,38.76932772980693,1.0556687761603707
1.5554745903115763,267.28783182266847,Dirt,27.487055170998563,44.433671472551396,0.9473108514417418
1.4771512171795749,207.24736716902882,Dirt,21.792051462890537,47.275633230691234,0.6986256168280486
1.2198955217938576,189.68082189894298,Treadmill,30.252178924913938,55.44958140575873,0.4627152149925533
1.799610056907319,309.0062148994535,Concrete,22.14264756345691,57.75901840175688,1.266774718533202
1.3677091780098458,292.1573991389125,Dirt,30.532127110791325,56.53530975492323,0.6910191163975722
1.6974474476838515,249.6710206753972,Concrete,28.974884013387808,42.04901710291879,1.2405796208896576
1.535150730337617,271.88835438343415,Concrete,13.967567952083598,49.8151410247625,1.2152447044762964
1.2413098954540258,290.52073332673064,Dirt,29.033460341358477,45.817474960735964,0.7891399922431396
1.750455095506123,249.49051498949294,Treadmill,26.168137890207802,53.68919215694407,0.9449972116512996
1.5509081292799078,189.57468557988938,Concrete,31.669367470122992,33.732534700406354,0.957911998833932
1.7670690713474086,264.9734659057904,Concrete,33.66358339705699,49.75887613026236,1.133119595653834
1.4635182598528163,300.11108406041706,Dirt,25.55396052360805,32.37040636808359,1.2409918422351682
1.6408102459934109,279.6590691070903,Treadmill,26.78509969259596,39.15440137138698,1.2967950570831175
1.1474945777309973,252.96519184434433,Dirt,18.58365463051311,66.32182863257438,0.43568119055796695
1.3999568272812486,278.2645522443253,Treadmill,24.157854386143896,66.94048797450549,0.6133948372940344
1.2454013335537457,238.8377534939485,Grass,33.27917314914888,43.4936171613255,0.6909056467390171
1.4250432299923217,302.2087607661278,Treadmill,25.00191194813379,54.927443825109926,0.9171517152870118
1.594362347901229,317.3590290244909,Grass,29.63743070772951,54.81829045015522,0.9751271501846727
1.379083982469171,185.19087236414822,Grass,24.891196326729634,63.65720950005966,0.4146260511322914
1.6727684187277563,305.7967210767063,Concrete,24.415982126159594,52.46079399507635,1.283774537797638
1.3286774712899978,361.8642192400778,Concrete,27.872936355811404,39.51903790408214,1.484891614050672
1.6770473227299958,276.27941677197566,Dirt,10.438829528866533,41.800511934084895,1.2896241641088666
1.7619514331748072,299.1878646905078,Dirt,26.85840763764052,53.96278457517206,1.0012459632090536
1.702705227018197,217.64517342850436,Treadmill,13.752718479264086,31.725437309645784,1.3235573259582187
1.4311621896340454,224.8146581401636,Concrete,24.586873183720243,32.84566084684784,1.1388125853002506
1.0749092804111715,239.52451924705468,Dirt,20.823292722094862,58.45481747226857,0.4671242831089797
1.6164333993474695,229.87753418776862,Treadmill,19.22400668591751,76.42226553292585,0.4367315676024366
1.4749530570569391,184.4088047107561,Concrete,32.39006006280078,43.76157869915352,0.7465467720186328
1.3043214119745294,241.3669309570872,Grass,30.59801044171708,48.38980678378703,0.6864072849824815
1.3887441870259178,291.81915252124554,Grass,23.21928266598965,49.19136773229734,0.9344483773850831
1.7868850632889604,185.07381080798694,Concrete,36.89077235177548,52.444301229235094,0.7321614895445968
1.272531959877969,258.95659441884237,Treadmill,29.968883396158308,41.446127103986065,0.8685582096002193
1.5936618351242424,257.4225303800723,Grass,24.20940278792621,48.971749267537085,0.9412162291020753
1.5435916351274808,234.9342118949338,Concrete,15.562031321478774,57.97976081946745,0.8719214181202753
1.4285224670673535,274.82627206557265,Treadmill,24.506562927677418,44.218009715093885,1.039626362614813
1.6289065374626093,270.1329625598878,Concrete,21.84242948391509,50.10715063217023,1.1872412641008072
1.8264490517797731,231.37835765085978,Dirt,22.68758791947491,60.352504115930344,0.7192104798342267
1.4408056992227602,303.04453096984514,Dirt,27.067559783276884,49.67780177122468,0.9046565513885076
1.4513638103845798,278.0305213438634,Treadmill,21.858820062344442,34.634783180925574,1.2835686095146976
1.62441298099804,328.67375588026493,Treadmill,31.60473164412152,27.261070498659144,1.7195512041322374
1.6836485642870003,246.6785705222758,Grass,22.34968781239091,38.581209403617876,1.1670470133661122
1.474458558570273,233.911773916875,Concrete,19.888981740766823,61.830150342486775,0.7247794744190331
1.4389252527812704,239.57669736006386,Grass,28.247862433349802,47.39468832644905,0.7842325748073864
1.056470695856048,308.91584387165545,Grass,24.860731248304937,53.472207364320724,0.6785220568689048
1.3443982175266893,242.56514833905797,Dirt,29.276546764749238,62.966058363984914,0.4865717222359189
1.2721376655864898,245.61781059413113,Grass,25.856358886718183,37.539304754251916,0.8638184363816919
1.6369249992623782,348.0486561549286,Treadmill,18.053868787758,76.63835714608507,0.6704921936813628
1.4512194102798315,182.77606972206826,Grass,26.51995041287214,48.95403533805404,0.5954693145798892
1.4433956788922144,267.84100634890024,Dirt,20.460247718135367,55.358158799508715,0.7561993730153649
1.4981887472754039,246.92721262436496,Grass,25.73139126685151,42.94665608206766,0.9353175799241741
1.32596470597492,237.46955213828025,Concrete,22.009959818044287,40.342874653208995,1.014275481254829
1.8106494373377509,202.33186853954314,Grass,23.972620272592096,50.25200890316626,0.8212609497991615
1.7596387823393222,216.8040300009669,Concrete,25.215737278986996,43.89919074772492,1.121310962961131
1.8236213566095376,229.5954651435644,Grass,28.669358729713384,50.914485574538986,0.8850769761975417
1.6366834462477784,274.78702562744184,Treadmill,22.24318202750517,28.705622791365634,1.554796179344511
1.4941043769956126,292.6220556296966,Treadmill,11.052161009517743,36.26013596001236,1.4916543457595013
1.822945860601377,161.0595258042419,Concrete,20.216954543602235,44.827312960842875,0.8891798267703961
1.363806632817404,189.92175220641207,Concrete,25.66846674237692,38.6189987210083,0.8293676080109011
1.3257582041933975,277.3944430589104,Dirt,30.909146631806713,80.39735203498003,0.28573956595124494
1.3796976970460282,281.6129596698397,Grass,26.498514801063322,51.8257723800854,0.8233544715106771
1.6045742533828597,176.8170102054653,Dirt,29.97852626062555,52.67017532884274,0.5372445250844083
1.3475789613224656,293.71443535338767,Dirt,25.78821596689207,39.079065397951815,1.0051315218380883
1.4689254023564002,249.3014303167226,Treadmill,26.090218940431818,43.02812086311668,0.9755600318805161
1.1796289412230447,287.3535951640781,Dirt,23.789736698060146,44.964343040546865,0.7925609781467837
1.5962195330856488,207.41314471120916,Treadmill,30.2470764936434,61.470602237609,0.5726104431366719
1.1965793265633782,180.49881392134847,Dirt,33.23027876828536,35.816495623211,0.536585279926704
1.3135677890269277,234.56731716384422,Concrete,20.176972100430874,46.5747465562078,0.9039200084748713
1.7434334269793288,236.786219857507,Dirt,26.123610596387167,54.414411885155076,0.7819269684151112
1.7360636633972222,233.9911039129134,Grass,19.04035345696819,26.889040293395347,1.4005592075565287
1.5748626179092995,230.49013478109654,Treadmill,33.357324119165284,33.37961719566399,1.0516799643942323
1.555132716347046,334.64446074302725,Concrete,25.85475366168063,35.96164771227399,1.7354044371217345
1.3938080705691482,165.00967382627448,Grass,24.900438396423603,48.149980082878066,0.5326612976921448
1.3454192672515597,207.75629746760745,Concrete,19.306874520084865,45.442090137606414,0.8440345374918985
1.427551660448524,229.07081506476288,Grass,23.872923006505204,59.30042053909,0.6002976583971236
1.1972691651075364,251.19925327054534,Treadmill,24.62198043349458,27.801957610606518,1.029670119523085
1.5504897109907327,285.5506949633817,Concrete,19.629736634726793,45.85311203955655,1.322962988121832
1.509766224961682,293.2680942137985,Treadmill,25.754749078534875,61.754375711095214,0.7943740886573467
1.3133157466579466,303.8261805723276,Concrete,20.70654470170428,34.25769611043707,1.4335189085915545
1.8137363837682716,274.0727141905963,Concrete,27.173377966149488,48.842102301223946,1.3074594495705703
1.6213827420574096,163.49895857635778,Treadmill,20.06950798289876,57.50661492626588,0.5572531745251932
1.6383683608017714,166.78160651777134,Concrete,25.785484010190686,64.07435057316219,0.5115199225532915
1.402532014792167,307.36449860848563,Dirt,24.031556009129137,37.46064654078211,1.142763664814391
1.4997339843947353,304.13132588402834,Grass,26.50691280999666,53.72323574534533,0.9284075103952634
1.6254745340374845,281.8010536472483,Grass,25.828300025663392,50.409127534122995,1.0056878724179636
1.5305564734200472,208.98650727898044,Dirt,25.47383074894988,39.61691183642343,0.8075472682358591
1.8203801569539744,233.87392732794507,Grass,21.301843173681046,37.67794056881925,1.225735621754668
1.4592424861166498,230.0567774259558,Concrete,27.770108304085795,37.35252536922069,1.0750136325840176
1.399087893552778,198.76343364992692,Concrete,26.436796809802864,87.12795345114864,0.1853551126982313
1.6268505752942852,262.95243169659625,Concrete,28.18575833063829,61.795324356718055,0.8319934528379765
1.2470705455426976,357.77348239808174,Treadmill,24.873321917545837,50.68569247746749,1.0408725708541526
1.6848593864616224,225.2186422445651,Concrete,24.102455733524888,41.55813070635804,1.1742159888793213
1.2398576398816035,314.8387149881222,Concrete,19.925301937764573,55.616974670611,0.9535300035348055
1.62771693321171,205.7330142014427,Treadmill,21.696289471285976,37.83031317696238,1.014652663819611
1.3703452891654675,173.16684473574497,Concrete,22.63371976487175,53.25328952501288,0.5955026817743126
1.5953168293966786,299.37478712306455,Treadmill,29.807143996383303,58.36621822275774,0.8965144632575964
1.6814685892122034,239.0592945216098,Treadmill,18.777432719079897,48.39025442775755,1.0383207656085376
1.5306842391007838,313.56243780556827,Treadmill,18.30297277681926,43.99914562631071,1.3510095655784151
1.260075809671864,323.54467265981884,Treadmill,24.646748088203978,44.84842401924242,1.0659806317521352
1.3206449510985696,236.07960178319195,Treadmill,21.168219116587668,59.69339206789149,0.6154447054324159
1.3542681717932434,317.1508118411642,Grass,23.08764378287248,49.522128889559255,0.985118240518056
1.1209986212804453,206.19725562127402,Grass,22.801838802179415,66.54830912499949,0.3522753863980127
1.7254955717463858,205.41004340947174,Concrete,21.845473292543154,31.728411576514013,1.308549742403384
1.5220215171512659,303.6137214624991,Dirt,21.18482341699868,37.31839057008584,1.2607581630512263
1.272896390962201,172.60963417717664,Concrete,20.341346809534073,50.83592541965411,0.5922688176185794
1.7911349714916716,249.92205648860775,Dirt,23.152586854048877,54.51845602703289,0.8701459477220754
1.3597343799723673,312.4826721954227,Dirt,17.688213844310795,49.326826809092026,0.967260482027956
1.5501144978149743,315.8395257306829,Dirt,28.028293129261918,64.02240626780377,0.7184591009556387
1.3349458909607597,228.36661003253354,Concrete,20.57815317019872,40.55343665553972,0.9915099245473579
1.0963479693341944,300.46152922641534,Concrete,27.265938926100805,50.16505993140256,0.8432487199110738
1.2271118882297478,193.85344532701717,Dirt,21.703196443412747,60.83971516881912,0.4035330958594589
1.4103019138267137,216.6315150490703,Concrete,30.186891912985068,67.81851434012674,0.49067892531248464
1.6796593742412096,261.5204767722506,Treadmill,25.201290929263994,47.95546458275911,1.0781284345435904
1.5693066293638491,268.88755566141896,Grass,19.61696553370527,76.8463406940545,0.4583417409125994
1.5280410252342491,197.6136549557674,Grass,37.490243054086505,50.922737283204235,0.5826513634762792
1.0979944754510236,343.11383276893093,Grass,22.91116233376314,66.97409367644369,0.566273530432546
1.754017229536019,156.12685818576693,Dirt,22.21725551895368,46.55511923060693,0.63099630646489
1.5447359392991111,252.71019399776225,Treadmill,22.558368213190782,48.459036679326324,0.9727800441162083
1.476116466021568,259.7953747502361,Grass,26.989736386520093,61.711345478683945,0.6428232462187018
1.7264846219977792,162.65201673777688,Treadmill,17.736285688551114,58.186837354848294,0.5931808273910913
1.7494993447136546,316.20647008953364,Grass,25.679414739209196,49.82701501796111,1.2305901109247994
1.7309180495218381,212.97618007472988,Treadmill,16.573989630251884,39.56693595421445,1.1371226872842857
1.4505827006593424,254.92275944365923,Concrete,24.63142848503112,76.25842393072158,0.46253196044734834
1.2993046878431609,266.40191488367026,Concrete,30.633053202219088,47.267111962414496,0.9068633583858134
1.6977845834284147,177.28710209257514,Treadmill,22.226938823999205,50.708553743494,0.7195384731391364
1.2269891113859166,196.3930857183973,Treadmill,29.438435265981283,30.74387012150973,0.755213348502876
1.8894513477328565,328.1513913627558,Dirt,16.65300115058717,44.404269354555545,1.562864846183643
1.5055999090389125,246.70841787770016,Treadmill,21.891721118311594,58.88692859413105,0.742924939625355
1.287823148860083,115.14712576075553,Dirt,18.877706845967857,48.55793299568737,0.3390696564925866
1.253626289168678,234.90391749683891,Grass,34.54098901875615,76.51997371020468,0.2805193280111635
1.244479035188788,248.35490544798873,Concrete,22.961115709429833,52.911020818534695,0.7789169971686546
1.5280725813441687,260.9685324018956,Grass,21.747809905353954,44.08080162824781,1.0259322568131848
1.4987215359880426,150.05611319340449,Dirt,23.711176220654547,67.11508379994235,0.3144263779611136
1.2528155652981614,248.53456893743942,Concrete,25.033459198818967,74.53889242117486,0.41607548267600764
1.4287088426888197,208.36739625837183,Grass,23.144845152214074,63.47769301521688,0.4937602317139415
1.2264129227817315,261.0517271506233,Grass,19.044241888240172,51.35052359675159,0.7344804400678533
1.6178603611888345,275.3168002317743,Treadmill,31.746700023954105,48.16526682481552,1.02083199865371
1.4890813467774573,269.99970647798983,Concrete,30.44080873745762,33.595043256749804,1.3290263084079978
1.4243194988165104,320.1986628155694,Grass,26.665902799503776,53.55368205539016,0.930273830619558
1.2423778539864945,359.5285067131392,Treadmill,26.399337278664895,53.958851494807575,0.9587562943794045
1.4399688799554469,193.31982403514465,Treadmill,26.076920054614313,38.59880082750434,0.7993387623307356
1.4170544237307345,230.90098249289514,Treadmill,22.716821022939985,50.774022551066814,0.7775902512059615
1.5635453402419193,287.1530871759634,Dirt,22.173942362990726,61.20278754617866,0.7512910416972343
1.5334035956233922,243.66019429102641,Dirt,32.97010360783459,47.18048463671415,0.7659510829223892
1.6584120204158683,113.86069772496145,Treadmill,28.125524428864708,53.25230679212333,0.4046731246869547
1.4030846912989876,240.37266446992476,Grass,18.350984287731734,29.90836219276337,1.1217058906953363
1.127917699560701,311.7073493730981,Grass,22.741683255779407,68.22030696544907,0.5093239036085692
1.698218575319608,180.26292788368443,Concrete,27.43823034846906,43.304846521145166,0.8900234574906465
1.3127934973903639,261.0252256638371,Grass,26.839624635546027,47.0361091593947,0.7957206383067177
1.278616589396949,154.63192668673514,Treadmill,27.63961375100328,52.595962326582956,0.4317171152283339
1.4913766909772497,293.5014820949653,Concrete,17.56980944115372,48.035780739832745,1.2786597879891628
1.5604541025909033,262.0782140593541,Concrete,26.600762039197324,59.60894565497612,0.8539932779408504
1.3938327188570634,221.5958110723653,Grass,30.57730800314112,46.30035263249539,0.7008387128004421
1.3922614637063746,229.10252343826716,Concrete,17.473809051621856,44.20419108546943,1.0013268828597814
1.421794736446889,175.0465964391308,Grass,33.69802832909167,59.3331215811495,0.4142433252005482
1.7833080701986286,300.3816033100327,Treadmill,26.65043392138133,22.68460268232917,1.9261356493448327
1.4994643824883735,210.03246041214132,Treadmill,25.548632044497925,37.24587675397547,0.9289481760366444
1.3064074321076409,275.0149384513888,Grass,20.242076004555706,52.42652905265469,0.7973051693387321
1.3084433286194066,201.90448130616738,Dirt,21.815801088090087,58.38031968035527,0.4757989074218867
1.4498231640835262,359.9201383245501,Treadmill,23.112284176706684,58.46775986029838,1.0424298715897602
1.5475715868056015,327.9832369165483,Dirt,17.87073050467823,22.769354302245645,1.7582112119116746
1.5967960323932382,353.6872307739823,Grass,23.425844089063443,45.15895684980743,1.402863333560183
1.524831720769443,359.52646147791563,Grass,20.539365806523485,58.60399080300704,1.055742836108783
1.3316253298165823,218.2739570128602,Treadmill,28.41478778440665,39.73019328261688,0.8008049960727377
1.4152117400878435,205.79343655675262,Treadmill,9.769083750183508,47.66647413972165,0.8246347047776311
1.6467815763729248,351.30672602978393,Dirt,23.764816277664075,54.51003615930912,1.1183208465249665
1.270781607909381,242.94645139831763,Dirt,20.161551077631128,50.65286233287378,0.6693570318680465
1.4068493213845075,291.6608968889959,Concrete,25.013418352698714,54.89089496366619,0.9716140871354454
1.6194925715762705,218.96593588636583,Treadmill,36.76917492491168,48.271573420319456,0.7695854144662583
1.6750562853270352,219.78834541603493,Treadmill,33.37080178667382,55.69585384861425,0.7092499685950656
1.4614169257817233,291.4979165900838,Grass,22.525128053801417,55.931576793982764,0.8574977040462457
1.417758637885837,151.50631081177085,Grass,24.072712932133772,58.5401650886344,0.40091967836801795
1.235576411711252,289.1587487269538,Dirt,20.810839642467528,57.97094492053139,0.6558357538046511
1.605127984545419,276.2236899891179,Treadmill,24.245684229252337,59.85149613226045,0.8471309880337314
1.7637559370293578,223.49227923250393,Dirt,28.68073009733759,45.16939825903514,0.8759434476475496
2.0130308117199385,251.20916230282228,Concrete,18.431589696106048,45.72776086402282,1.5309989287099828
1.5772892367036093,259.0427266144745,Grass,32.8335299852023,52.020215186572855,0.8095550639914393
1.4898240696712037,261.85138260984627,Grass,29.572142365826853,69.58987893471837,0.506350374204045
1.3160378773698185,284.5071528987211,Treadmill,29.35445378235477,52.28159407541368,0.809197590413413
1.12422861725137,209.25087546965779,Treadmill,26.9123581747517,66.77745507771873,0.3625550309346467
1.5353918499479666,384.8862815547108,Treadmill,20.481992252978667,64.80298443905716,1.0250747871945811
1.9700678240308607,239.72029760004935,Treadmill,30.060504039063353,64.87201654068646,0.7460859718378186
1.7541624459313825,243.46528938674973,Treadmill,23.401345921106845,64.12391793496856,0.7349809894073733
1.7233128538227596,347.2344634443149,Concrete,16.557360131936015,40.51389778464533,2.0190579861444213
1.5491205634115832,158.54764348716395,Grass,25.397896661968005,39.21229997328918,0.6637278934983291
1.5719046320560643,346.71281238778124,Concrete,19.204881398867467,41.39276279425979,1.7694486527423139
1.0152505363444044,254.6730054030422,Concrete,21.97458552815646,61.18637443816636,0.5420461929893027
1.6525021161527995,223.49117718731173,Dirt,28.53355727153627,47.23598568675854,0.7909019804955184
1.3841318860848368,194.01738300703693,Treadmill,24.4018631114027,43.987299752599284,0.7147816505566601
1.3596545306808225,186.54491391340085,Grass,24.812761013466066,45.82776498066817,0.6142437221232416
1.4353486093902785,232.90882172696553,Treadmill,30.84199838400486,54.78343759460416,0.6744987552847058
1.428599102109797,263.89916385178054,Concrete,13.71941798512293,43.03466112719238,1.2486372113596627
1.3564728816056675,281.1248269736606,Grass,30.624445737452373,44.99261433690503,0.8859308309727735
1.5027744144351953,263.3008091288359,Grass,25.737438287446174,46.95687442572045,0.9300202703899069
1.3883444807583893,224.4896098057145,Dirt,24.654260259679116,59.17590763004249,0.536150838593719
1.5200645911512292,316.97562384562326,Dirt,24.81139807237486,33.4116018769218,1.3499421242199543
1.2025644370899933,383.6901553743704,Dirt,28.198935405613224,50.08874728806261,0.93777746884949
1.4571884458735964,324.7312493019198,Treadmill,30.129776199117885,46.42871016824419,1.1392536855687143
1.2807408820627497,232.03544544851349,Concrete,23.817956396031462,56.078672357869884,0.6929663535360164
1.3717101363004267,275.1039366709005,Dirt,24.329144345774516,48.85819234215859,0.8157375287815677
1.5286797686067062,278.30874178742056,Dirt,28.044729976991018,40.82118506444348,1.0267844913998374
1.1792004770490083,330.1838204544829,Treadmill,14.509616532552332,71.49296516977748,0.5768379410341882
1.3355185245455725,233.09096163468317,Grass,24.506508417568114,65.44696090097216,0.48225439945216625
1.613792876967267,201.7541282815058,Treadmill,27.49041172314316,52.45811262012279,0.7140418164575494
1.2173644316268397,306.69256457504474,Grass,22.533432181747624,55.92108633189863,0.7516523981619133
1.8555734280557616,270.3188547492798,Treadmill,21.00694876637664,42.550205595560755,1.4133648518178263
1.7408815912261293,194.561934338163,Dirt,24.238323514687895,52.08824107550518,0.6865268717887761
1.4010945831095443,285.27868295074643,Concrete,22.075326905389815,76.55361635356351,0.505712150059775
1.3425580624429874,341.9127730630877,Concrete,23.771740687583197,62.39955858405543,0.916751048044696
1.5403879806670964,215.3120230734266,Treadmill,22.63943033996317,39.4397682059689,0.9703831631629994
1.210507548594568,205.44992076529553,Dirt,32.80818127907642,54.044448277693895,0.4443254249092864
1.0995714550335134,251.5031875848621,Concrete,19.302362388208728,50.817422233126315,0.75281210729912
